company_name	location	labor_bureau	first_appeared	last_appeared	duration_days	violation_law	violation_summary	prosecution_date	status	crossed_data_gap
都市クリエイト（株）	大阪府高槻市	大阪労働局	2021-03-05	2022-07-01	483	労働安全衛生法第20条 労働安全衛生規則第108条	労働者に破砕機の刃部の調整作業を行わせ るに当たり、機械の運転を停止させずに調 整の作業を行わせたもの	2021-03-05	removed	
（株）タケウチ	新潟県新潟市東区	神奈川労働局	2020-11-26	2022-07-01	582	労働安全衛生法第20条 労働安全衛生規則第130条の５	労働者に食肉加工作業を行わせるにあた り、ミンチ機の食肉投入口に安全ガード等 の囲いを設けていなかったもの	2020-11-26	removed	
（有）屋根工事ウラタ	佐賀県唐津市	福岡労働局	2020-12-01	2022-07-01	577	労働安全衛生法第21条 労働安全衛生規則第519条	高さ約６ｍの作業床で作業を行わせる際 に、手すりの設置等の墜落防止措置を講じ ていなかったもの	2020-12-01	removed	
石井工務店（有）	千葉県いすみ市	千葉労働局	2021-03-09	2022-07-01	479	労働安全衛生法第21条 労働安全衛生規則第518条	木造住宅新築工事現場で梁材の組立作業を 行わせるにあたり、墜落を防止する措置を 講じていなかったもの	2021-03-09	removed	
菊池林業	岩手県紫波郡紫波町	岩手労働局	2020-12-07	2022-07-01	571	労働安全衛生法第21条 労働安全衛生規則第479条	伐倒作業を行う際に、あらかじめ、合図を 行わせず、退避も確認させずに伐倒をさせ たもの	2020-12-07	removed	
（株）北のたまゆら	北海道札幌市西区	北海道労働局	2021-03-01	2022-07-01	487	労働安全衛生法第21条 労働安全衛生規則第519条	高さ約５メートルの開口部に手すり等を設 けることなく労働者に作業を行わせたもの	2021-03-01	removed	
（有）大信建設	長野県大町市	長野労働局	2021-02-09	2022-07-01	507	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し た際、虚偽の災害発生状況を記載した労働 者死傷病報告書を提出したもの	2021-02-09	removed	
大和運送（株） 中部営業所	岐阜県大垣市	岐阜労働局	2021-03-09	2022-07-01	479	労働基準法104条の２	労働基準監督署長による報告命令に対し、 虚偽の事実が記載された書類を提出し、虚 偽の報告を行ったもの	2021-03-09	removed	
（株）水谷商店	静岡県島田市	静岡労働局	2021-01-20	2022-07-01	527	労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の労働者に機体重量３トン以上の車 両系建設機械を運転させたもの	2021-01-20	removed	
（株）千代スポーツガーデン	静岡県静岡市葵区	静岡労働局	2020-11-16	2022-07-01	592	労働安全衛生法第20条 労働安全衛生規則第164条	車両系建設機械（掘削用）を主たる用途以 外の用途に使用したもの	2020-11-16	removed	
北九州信和（有）	福岡県北九州市小倉南区	福岡労働局	2020-11-12	2022-07-01	596	労働安全衛生法第20条 労働安全衛生規則第563条	技能実習生を高さ約3.7ｍの足場上で作業 を行わせるに際し、墜落防止措置を講じて いなかったもの	2020-11-12	removed	
（株）石田工務店	神奈川県藤沢市	神奈川労働局	2021-03-19	2022-07-01	469	労働安全衛生法第31条 労働安全衛生規則第653条	高さ約５ｍの足場上で、墜落防止措置を講 じることなく下請労働者に作業を行わせて いたもの	2021-03-19	removed	
（有）安井	秋田県南秋田郡五城目町	秋田労働局	2020-09-29	2022-07-01	640	労働安全衛生法第20条 労働安全衛生規則第158条	駐車場の舗装工事において、ローラーと接 触するおそれのある箇所に労働者を立ち入 らせたもの	2020-09-29	removed	
（株）アイコーポレーション	大阪府岸和田市	大阪労働局	2021-02-03	2022-07-01	513	労働安全衛生法第61条 労働安全衛生法施行令第20条 労働安全衛生規則第41条	無資格者に、フォークリフトの運転の業務 をさせたもの	2021-02-03	removed	
横場工業（株）	熊本県八代市	福岡労働局	2021-03-08	2022-07-01	480	労働安全衛生法第20条 クレーン等安全規則第72条	移動式クレーンにより、労働者をつり上げ て作業させたもの		removed	
白石建設（株）	長崎県平戸市	長崎労働局	2021-02-10	2022-07-01	506	労働安全衛生法第21条 労働安全衛生規則第524条	高さ約６ｍのスレート屋根上で踏み抜きに よる墜落防止措置を講じることなく労働者 に作業を行わせたもの	2021-02-10	removed	
サン総合管理（株）	北海道札幌市中央区	北海道労働局	2021-02-16	2022-07-01	500	労働基準法第32条	労働者１名に、36協定の締結・届出なく、 違法な時間外労働を行わせたもの	2021-02-16	removed	
（株）リング	山口県萩市	山口労働局	2021-02-15	2022-07-01	501	最低賃金法第４条	労働者16名に対し、山口県最低賃金額以上 の賃金を支払わなかったもの	2021-02-15	removed	
兼松運輸（株）	北海道旭川市	北海道労働局	2021-01-19	2022-07-01	528	労働安全衛生法第20条 労働安全衛生規則第151条の６	貨物自動車による荷下ろし作業を行う際 に、誘導者を配置していなかったもの	2021-01-19	removed	
（株）タカムラ鶏園	富山県黒部市	神奈川労働局	2021-04-15	2022-07-01	442	労働基準法第24条	労働者７名に、３～12か月分の定期賃金合 計約5万円を支払わなかったもの		removed	
協和装備（株）	兵庫県神戸市灘区	兵庫労働局	2020-12-17	2022-07-01	561	労働安全衛生法第21条 労働安全衛生規則第526条	コンテナ船内において、高さ約2.6ｍの箇 所で作業を行う際、昇降設備を設けていな かったもの	2020-12-17	removed	
吉田西豊建設（株）	神奈川県横浜市港区	北海道労働局	2021-01-13	2022-07-01	534	労働安全衛生法第20条 労働安全衛生規則第151条の７	貨物自動車で運搬作業を行うに当たり、走 行範囲に労働者を立ち入らせたもの	2021-01-13	removed	
（資）大池製作所	愛知県名古屋市中区	愛知労働局	2021-02-15	2022-07-01	501	労働安全衛生法第20条 クレーン等安全規則第29条	クレーン作業において、ハッカーを用いて 玉掛けし、つり上げている荷の下に、労働 者を立ち入らせたもの	2021-02-15	removed	
（有）にわ造園土木	愛知県丹羽郡大口町	愛知労働局	2021-03-15	2022-07-01	473	労働安全衛生法第100条 労働安全衛生規則第97条	８日間の休業を要する労働災害が発生した のに、遅滞なく労働者死傷病報告書を提出 しなかったもの	2021-03-15	removed	
（株）フロンティア	新潟県新潟市中央区	神奈川労働局	2021-02-19	2022-07-01	497	労働基準法第24条	労働者１名に、12か月間の定期賃金合計約 279万円を支払わなかったもの		removed	
（学）すみれ学園	愛知県江南市	愛知労働局	2021-01-25	2022-07-01	522	労働基準法第37条	労働者２名に対し、２か月間の時間外労働 の割増賃金合計約56万円を支払わなかった もの	2021-01-25	removed	
藤友工業（株）	東京都武蔵野市	山梨労働局	2021-02-18	2022-07-01	498	労働安全衛生法第21条 労働安全衛生規則第537条	物体の落下による危険を防止するための措 置を講じることなく、労働者にモルタル除 去作業を行わせたもの	2021-02-18	removed	
（株）ＭＢＳ	静岡県磐田市	静岡労働局	2021-01-15	2022-07-01	532	最低賃金法第４条	労働者５名に、４か月間の定期賃金合計約 137万円を支払わなかったもの	2021-01-15	removed	
（有）グリーンアート	鳥取県境港市	鳥取労働局	2020-11-27	2022-07-01	581	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し た際、虚偽の労働者死傷病報告書を提出し たもの	2020-11-27	removed	
基聖産業（株）	福岡県福岡市南区	福岡労働局	2021-03-19	2022-07-01	469	労働安全衛生法第21条 労働安全衛生規則第362条	明り掘削の作業を行うに際し、埋設物等に よる危険を防止する措置を講じていなかっ たもの	2021-03-19	removed	
（株）トーカン工業	千葉県山武郡横芝光町	千葉労働局	2020-11-05	2022-07-01	603	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、労働者死傷病報告書を提出しな かったもの	2020-11-05	removed	
（有）門倉工務店	埼玉県行田市	埼玉労働局	2021-03-18	2022-07-01	470	労働安全衛生法第21条 労働安全衛生規則第518条	高さ２ｍ以上の箇所で、要求性能墜落制止 用器具を使用させる等墜落防止措置を講じ ることなく、労働者に作業を行わせたもの	2021-03-18	removed	
（株）プリンスホテル	東京都豊島区	神奈川労働局	2021-03-18	2022-07-01	470	労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の労働者に不整地運搬車の運転を行 わせたもの		removed	
（株）大清建設	三重県津市	三重労働局	2021-02-25	2022-07-01	491	労働安全衛生法第20条 労働安全衛生規則第158条	油圧ショベルで作業を行う際に、誘導者を 配置せず労働者を危険が生じるおそれのあ る箇所に立ち入らせたもの	2021-02-25	removed	
（株）山口商店	大阪府藤井寺市	大阪労働局	2021-03-23	2022-07-01	465	労働安全衛生法第20条 労働安全衛生規則第158条	車両系建設機械に接触する箇所に労働者を 立ち入らせたもの	2021-03-23	removed	
（株）ハート・フル・フーズ	静岡県浜松市東区	静岡労働局	2021-03-19	2022-07-01	469	最低賃金法第４条	労働者25名に、８か月分の定期賃金合計約 1,230万円を支払わなかったもの	2021-03-19	removed	
エステート・ワン（株）	福岡県福岡市中央区	福岡労働局	2021-03-18	2022-07-01	470	最低賃金法第４条	労働者１名に対し、７か月間の定期賃金合 計約171万円を支払わなかったもの	2021-03-18	removed	
（株）酒巻製作所	神奈川県相模原市中央区	神奈川労働局	2020-11-19	2022-07-01	589	労働安全衛生法第20条 労働安全衛生規則第111条	フライス盤等で作業を行わせる際に、手袋 を使用させ労働者に作業を行わせていたも の	2020-11-19	removed	
（株）村田組	兵庫県伊丹市	兵庫労働局	2021-02-08	2022-07-01	508	労働安全衛生法第100条 労働安全衛生規則第97条	大阪市内で発生した労働災害について、虚 偽の内容を記載した労働者死傷病報告書を 提出したもの	2021-02-08	removed	
ＣＲＵＩＳＥ’ｓ（株）	北海道札幌市東区	北海道労働局	2021-03-08	2022-07-01	480	最低賃金法第４条	労働者４名に、１か月分の定期賃金約100 万円を支払わなかったもの	2021-03-08	removed	
（株）佐藤管工	千葉県松戸市	千葉労働局	2021-03-18	2022-07-01	470	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、労働者死傷病報告を提出しなかっ たもの	2021-03-18	removed	
（株）ダイワ	神奈川県平塚市	神奈川労働局	2021-02-02	2022-07-01	514	最低賃金法第４条	労働者27名に対し、３か月間から４か月間 の定期賃金合計約3,500万円を支払わな かったもの	2021-02-02	removed	
（有）二井産業	広島県三次市	広島労働局	2021-03-29	2022-07-01	459	労働安全衛生法第22条 粉じん障害防止規則第27条	アーク溶接作業従事者に有効な呼吸用保護 具を使用させなかったもの	2021-03-29	removed	
（株）美西	山口県周南市	山口労働局	2020-11-10	2022-07-01	598	労働安全衛生法第21条 労働安全衛生規則第519条	発電用ボイラープラント建設工事におい て、高さが２ｍ以上の開口部等で、墜落防 止措置が講じられていなかったもの	2020-11-10	removed	
紀北造園土木（株）	和歌山県紀の川市	和歌山労働局	2021-03-25	2022-07-01	463	労働安全衛生法第20条 労働安全衛生規則第171条の６	土木工事現場において、解体用つかみ機の 作業を行うにあたり、立入禁止措置を講じ なかったもの	2021-03-25	removed	
（有）ラヂエーター田中	北海道名寄市	北海道労働局	2021-01-13	2022-07-01	534	労働安全衛生法第20条 労働安全衛生規則第328条の２	タイヤの空気の充てん作業を行わせる際に、 破裂したタイヤ等の飛来を防止するための器 具を使用させていなかったもの	2021-01-13	removed	
（有）渡ノ瀬興業	広島県廿日市市	広島労働局	2021-03-04	2022-07-01	484	労働安全衛生法第21条 労働安全衛生規則第537条	解体用つかみ機で伐倒木を運ぶ際に、物体 が落下することによる危険を防止するため の措置を講じなかったもの	2021-03-04	removed	
（株）シーエフ	宮城県黒川郡大和町	宮城労働局	2021-02-09	2022-07-01	507	労働安全衛生法第20条 労働安全衛生規則第147条	労働者の身体の一部を挟まれる可能性があ るにもかかわらず、油圧式抜型裁断機に安 全装置を設けていなかったもの	2021-02-09	removed	
イワタプレス工業（株）	静岡県磐田市	静岡労働局	2021-03-15	2022-07-01	473	労働安全衛生法第20条 労働安全衛生規則第151条の7	フォークリフトと接触する恐れのある場所 に労働者を立ち入らせないための措置を講 じなかったもの	2021-03-15	removed	
日本住宅ホーム（株）	北海道小樽市	北海道労働局	2020-12-02	2022-07-01	576	最低賃金法第４条	労働者２名に、約３か月間の定期賃金合計 約180万円を支払わなかったもの	2020-12-02	removed	
高田ゴム工業（株）	奈良県大和高田市	奈良労働局	2021-03-05	2022-07-01	483	労働安全衛生法第20条 労働安全衛生規則第107条	ロール機の掃除作業時にロールの回転を停 止させず掃除を行わせたもの	2021-03-05	removed	
（有）秀栄メタル	熊本県上益城郡益城町	熊本労働局	2021-03-18	2022-07-01	470	労働安全衛生法第14条 労働安全衛生規則第565条	高さ5.0ｍ以上ある足場の一部を外す作業 において、足場の組立て等作業主任者を選 任していなかったもの	2021-03-18	removed	
（有）港振産業	沖縄県那覇市	沖縄労働局	2020-12-18	2022-07-01	560	労働安全衛生法第20条 労働安全衛生規則第151条の67	貨物車にコンテナを積む作業において、床 面と荷台上のコンテナの上面との間に昇降 設備を設けず作業させたもの	2020-12-18	removed	
ＫＯＴＯＢＵＫＩ外装（株）	岐阜県多治見市	岐阜労働局	2020-11-13	2022-07-01	595	労働安全衛生法第21条 労働安全衛生規則第524条	スレート屋根ふきかえ工事の高さ約７メー トルの箇所で、歩み板等を設けることなく 作業を行わせたもの	2020-11-13	removed	
アサイ縫製	岐阜県大垣市	岐阜労働局	2021-02-01	2022-07-01	515	労働基準法第37条	技能実習生１名に対し、３か月間、時間外 労働の割増賃金合計約９万円を支払わな かったもの	2021-02-01	removed	
鳶及川興業	宮城県本吉郡南三陸町	宮城労働局	2020-12-03	2022-07-01	575	労働安全衛生法第21条 労働安全衛生規則第518条	高さ約３メートルの屋根部分において、墜 落防止措置を講じることなく労働者に作業 を行わせたもの	2020-12-03	removed	
山科運送（株）	石川県金沢市	石川労働局	2020-12-10	2022-07-01	568	労働基準法第32条	労働者１名に、36協定の延長時間を超える 違法な時間外労働を行わせたもの	2020-12-10	removed	
ヨシトミ（株）	茨城県ひたちなか市	茨城労働局	2021-02-01	2022-07-01	515	労働安全衛生法第31条 労働安全衛生規則第653条	高さ約３メートルの作業床の端に囲い等を 設けることなく請負人の労働者に使用させ たもの	2021-02-01	removed	
（株）六華開発	京都府京都市伏見区	京都労働局	2021-02-10	2022-07-01	506	労働安全衛生法第100条 労働安全衛生規則第97条	休業４日以上の労働災害が発生した際に、 虚偽の労働者死傷病報告書を提出したもの	2021-02-10	removed	
ヨコハマ・コア・グリーン （株）	神奈川県横浜市中区	神奈川労働局	2021-03-24	2022-07-01	464	労働安全衛生法第21条 労働安全衛生規則第518条	高さ約４ｍの場所で，墜落防止措置を講じ ることなく労働者に作業を行わせていたも の	2021-03-24	removed	
髙田金属製作所	大阪府大阪市生野区	大阪労働局	2021-03-03	2022-07-01	485	労働安全衛生法第14条 労働安全衛生法施行令第６条 労働安全衛生規則第134条	プレス機械作業主任者がプレス機械に付属 する光線式安全装置の切替えキースイッチ のキーの保管を行わなかったもの	2021-03-03	removed	
（株）ＧｏＴｅｃ	熊本県菊池市	熊本労働局	2021-02-04	2022-07-01	512	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告書を提 出しなかったもの	2021-02-04	removed	
ちゅら電設（株）	神奈川県横浜市鶴見区	東京労働局	2020-11-09	2022-07-01	599	労働安全衛生法第20条 労働安全衛生規則第194条の９	作業計画を定めずに、高所作業車を用いて 労働者に作業を行わせたもの	2020-11-09	removed	
（株）ラブキャリア 沖縄オ フィス	沖縄県浦添市	沖縄労働局	2021-03-16	2022-07-01	472	労働基準法第15条	労働契約締結時に、賃金の決定、計算・支 払方法等に関する事項を書面交付により明 示しなかったもの	2021-03-16	removed	
（株）Ｌ’ａｒｃーｅｎーｃ ｉｅｌ	神奈川県座間市	神奈川労働局	2021-03-04	2022-07-01	484	最低賃金法第４条	労働者１名に、１か月間の定期賃金合計約 20万円を支払わなかったもの	2021-03-04	removed	
（株）フジミヤ	長野県松本市	長野労働局	2020-11-05	2022-07-01	603	労働安全衛生法第61条 労働安全衛生法施行令第20条 労働安全衛生規則第41条	無資格の労働者に最大荷重が１トン以上の フォークリフトを運転させたもの	2020-11-05	removed	
岩間設備	茨城県常陸大宮市	茨城労働局	2021-02-01	2022-07-01	515	労働安全衛生法第21条 労働安全衛生規則第519条	高さ約３メートルの作業床の端に囲い等を 設けることなく労働者に作業を行わせたも の	2021-02-01	removed	
大栄産業	長野県大町市	長野労働局	2021-04-21	2022-07-01	436	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し た際、遅滞なく労働者死傷病報告を提出し なかったもの	2021-04-21	removed	
（有）飯田整備工業 松本工 場	長野県安曇野市	長野労働局	2020-11-24	2022-07-01	584	労働安全衛生法第22条 粉じん障害防止規則第27条	外国人技能実習生２名にアーク溶接作業を 行わせる際、有効な呼吸用保護具を使用さ せなかったもの	2020-11-24	removed	
（有）金山林業	長野県上田市	長野労働局	2021-01-14	2022-07-01	533	労働安全衛生法第20条 労働安全衛生規則第151条の89	車両系木材伐出機械（ハーベスタ）を用い て伐採作業を行わせる際、あらかじめ作業 計画を作成しなかったもの	2021-01-14	removed	
（株）カワイ産業	青森県八戸市	青森労働局	2020-12-03	2022-07-01	575	労働安全衛生法第100条 労働安全衛生規則第97条	労働者が４日以上休業したのに、遅滞な く、労働者死傷病報告書を所轄労働基準監 督署長に提出しなかったもの	2020-12-03	removed	
（有）ジー・アール	岐阜県岐阜市	岐阜労働局	2021-02-17	2022-07-01	499	労働安全衛生法第21条 労働安全衛生規則第519条	高所で構造物の解体作業を行わせるに際 し、墜落制止用器具を使用させる等の墜落 防止措置を講じなかったもの	2021-02-17	removed	
（株）あずさ環境保全	長野県松本市	長野労働局	2021-03-24	2022-07-01	464	労働安全衛生法第61条 労働安全衛生法施行令第20条 労働安全衛生規則第41条	無資格の労働者に最大荷重が１トン以上の フォークリフト、機体重量が３トン以上の 車両系建設機械を運転させたもの	2021-03-24	removed	
カッティングセンター相川	岐阜県関市	岐阜労働局	2021-01-19	2022-07-01	528	最低賃金法第４条	技能実習生２名に対し、岐阜県最低賃金額 以上の賃金を支払わなかったもの	2021-01-19	removed	
（株）上杉物産	茨城県神栖市	茨城労働局	2021-03-18	2022-07-01	470	労働安全衛生法第100条 労働安全衛生規則第97条 労働者派遣法第45条	４日以上の休業を要する災害が発生したの に、遅滞なく労働者死傷病報告を提出しな かったもの	2021-03-18	removed	
（株）小澤土木	静岡県浜松市	三重労働局	2021-01-18	2022-07-01	529	労働安全衛生法第20条 労働安全衛生規則第190条	くい打ち機の変更を行う際に、作業の方法 等を定めず、作業指揮者が直接指揮しな かったもの	2021-01-18	removed	
三晃特殊金属工業（株）	山口県岩国市	岡山労働局	2020-11-10	2022-07-01	598	労働安全衛生法第21条 労働安全衛生規則第533条	めっき槽に転落防止措置を講じず、労働者 に作業を行わせたもの	2020-11-10	removed	
メノアース（株）	宮城県仙台市青葉区	宮城労働局	2021-03-03	2022-07-01	485	最低賃金法第４条	労働者１名に、２か月間の定期賃金合計80 万円を支払わなかったもの	2021-03-03	removed	
（有）ファインニクス	栃木県小山市	福島労働局	2021-03-01	2022-07-01	487	労働安全衛生法第22条 労働安全衛生規則第578条	建物内の自然換気が不十分なところで、内 燃機関を有する発電機を使用させたもの	2021-03-01	removed	
まるこう食品（株）	新潟県村上市	神奈川労働局	2021-03-11	2022-07-01	477	労働安全衛生法第20条 労働安全衛生規則第130条の２	労働者に食肉加工作業を行わせるにあた り、食品加工用切削機の原材料投入口に覆 い、囲い等を設けていなかったもの		removed	
（株）鹿野建築	愛知県蒲郡市	愛知労働局	2021-03-19	2022-07-01	469	労働安全衛生法第31条 労働安全衛生規則第653条	高さ６メートルの屋根の端部に手すり等を 設けることなく労働者に作業を行わせたも の	2021-03-19	removed	
（有）渡辺土木	三重県伊賀市	三重労働局	2021-01-14	2022-07-01	533	労働安全衛生法第21条 労働安全衛生規則第519条	労働者に高さ約3.6メートルの資材揚卸口 で作業を行わせる際に、墜落防止措置を講 じなかったもの	2021-01-14	removed	
モリマーコンポジット（株）	茨城県北茨城市	茨城労働局	2020-12-07	2022-07-01	571	労働安全衛生法第100条 労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、 遅滞なく労働者死傷病報告書を提出しな かったもの	2020-12-07	removed	
奥野食品（株）	三重県松阪市	三重労働局	2021-03-05	2022-07-01	483	最低賃金法第４条	労働者９名に、14か月間の定期賃金約 1,083万円を支払わなかったもの	2021-03-05	removed	
渡辺組（有）	北海道野付郡別海町	北海道労働局	2021-03-22	2022-07-01	466	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たのに、遅滞なく労働者死傷病報告を提出 しなかったもの	2021-03-22	removed	
（株）丸本組	宮城県石巻市	宮城労働局	2021-03-01	2022-07-01	487	労働安全衛生法第31条 労働安全衛生規則第655条	防潮堤工事現場に設置する高さ約4.7メー トルの足場について、丈夫な構造としな かったもの	2021-03-01	removed	
農事組合法人新潟育苗セン ター	新潟県新潟市西蒲区	神奈川労働局	2021-02-19	2022-07-01	497	最低賃金法第４条	労働者22名に、２か月間の定期賃金合計約 252万円を支払わなかったもの		removed	
メイクマウンテン（株）	山形県天童市	山形労働局	2021-02-16	2022-07-01	500	労働安全衛生法第20条 労働安全衛生規則第151条の78	コンベヤーに非常停止装置を設置しておら ず、巻き込まれ防止措置が講じられていな かったもの	2021-02-16	removed	
越後おぢや農業協同組合	新潟県小千谷市	神奈川労働局	2021-01-15	2022-07-01	532	労働安全衛生法第20条 労働安全衛生規則第107条	コンバインのクローラを停止させずに、労 働者にコンバインの清掃作業を行わせたも の		removed	
山建	青森県青森市	青森労働局	2021-01-04	2022-07-01	543	労働安全衛生法第21条 労働安全衛生規則第518条	高さ約7.0ｍの梁の上で労働者に作業を行 わせる際に、墜落防止措置を講じなかった もの	2021-01-04	removed	
（有）カオリ	山口県宇部市	山口労働局	2020-11-20	2022-07-01	588	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し た際、虚偽の労働者死傷病報告書を提出し たもの	2020-11-20	removed	
都建設（株）	群馬県吾妻郡	群馬労働局	2021-03-02	2022-07-01	486	安全衛生法第20条 クレーン等安全規則第66条の２	移動式クレーンの作業の方法等を定めず、 作業をおこなわせたもの	2021-03-02	removed	
（株）クリケン	広島県広島市西区	広島労働局	2020-12-08	2022-07-01	570	労働安全衛生法第20条 労働安全衛生規則第570条	労働者に、高さ約70メートルの高所で作業 を行わせるに際し、法令に適合しない足場 を使用させたもの	2020-12-08	removed	
旭化成（株）	東京都千代田区	滋賀労働局	2021-03-29	2022-07-01	459	労働安全衛生法第31条の２ 労働安全衛生規則第662条の４	危険性及び有害性を記載した文書を請負人 に交付することなく、化学設備の撤去作業 を行わせたもの	2021-03-29	removed	
大地建設興業（株）	大阪府堺市東区	大阪労働局	2021-04-20	2022-07-01	437	労働安全衛生法第20条 労働安全衛生規則第158条	車両系建設機械に接触する箇所に労働者を 立ち入らせたもの	2021-04-20	removed	
山本住宅建設	長崎県諫早市	長崎労働局	2021-03-17	2022-07-01	471	労働安全衛生法第31条 労働安全衛生規則第653条	高さ約3.2ｍの足場板上で墜落防止措置を 講じることなく下請労働者に作業を行わせ たもの	2021-03-17	removed	
（株）西浦鋼線所	大阪府泉佐野市	大阪労働局	2021-07-30	2022-12-01	489	労働安全衛生法第61条 労働安全衛生法施行令第20条 労働安全衛生規則第41条	無資格者にフォークリフト運転業務を行わ せたもの	2021-07-30	removed	
（同）ＣＶＳ西三河	愛知県岡崎市	愛知労働局	2021-11-24	2023-11-30	736	労働基準法第36条	労働者１名に、月100時間以上の違法な時 間外・休日労働を行わせたもの	2021-11-24	removed	
（有）一弘建設	大阪府大阪市	奈良労働局	2021-12-07	2023-11-30	723	労働安全衛生法第20条 労働安全衛生規則第563条	足場における高さ２メートル以上の作業場 所に作業床を設けていなかったもの	2021-12-07	removed	
（株）野川ファーム	山形県天童市	山形労働局	2021-12-08	2023-11-30	722	労働安全衛生法第20条 労働安全衛生規則第107条	自動包装機の掃除を行う際に、労働者に危 険を及ぼすおそれがあったのに、機械の運 転を停止しなかったもの	2021-12-08	removed	
（株）モモダ	大阪府和泉市	大阪労働局	2021-12-24	2023-11-30	706	労働基準法第32条	労働者２名に、36協定の延長時間を超える 違法な時間外労働を行わせたもの	2021-12-24	removed	
（有）宮村産業開発	山形県米沢市	山形労働局	2022-03-22	2023-11-30	618	労働安全衛生法第20条 労働安全衛生規則第158条	車両系建設機械（タイヤローラー）を使用 して作業させるに当たり、接触により危険 が生じるおそれのある箇所に、立入禁止措 置を講じていなかったもの	2022-03-22	removed	
日本テクノ（株）	東京都大田区	東京労働局	2022-03-04	2023-11-30	636	労働安全衛生法第61条 労働安全衛生法施行令第20条	無資格の者が可燃性ガスを用いて金属の溶 断の業務を行ったもの	2022-03-04	removed	
清峰金属工業（株）	東京都台東区	茨城労働局	2021-09-10	2022-12-01	447	労働安全衛生法第20条 労働安全衛生法施行令第20条	無資格の労働者に玉掛けの業務を行わせた もの	2021-09-10	removed	
吉田印刷（株）	神奈川県大和市	神奈川労働局	2022-03-15	2022-12-01	261	労働基準法第39条	労働者１名に、同人が指定し取得した年次 有給休暇の賃金を、支払わなかったもの	2022-03-15	removed	
（株）大誘	大阪府富田林市	大阪労働局	2022-03-17	2023-11-30	623	労働安全衛生法第21条 労働安全衛生規則第361条	労働者に掘削の作業を行わせるに当たり、 あらかじめ土止め支保工を設ける等、危険 防止措置を講じなかったもの	2022-03-17	removed	
（株）オカダファーム	佐賀県唐津市	佐賀労働局	2022-04-27	2023-11-30	582	最低賃金法第４条	労働者11名に、７か月間の定期賃金合計約650 万円を支払わなかったもの	2022-04-27	removed	
マツミヤ工房	熊本市東区	熊本労働局	2021-11-30	2022-12-01	366	労働安全衛生法第100条 労働安全衛生規則第97条	労働者に４日以上の休業を要する労働災害 が発生したのに、遅滞なく労働者死傷病報 告書を提出しなかったもの	2021-11-30	removed	
（株）北栄産業	新潟県胎内市	神奈川労働局	2022-01-20	2022-12-01	315	労働基準法第24条	労働者４名に、１か月ないし４か月分の定 期賃金合計約165万円を支払わなかったも の	2022-01-20	removed	
森本塗装工業	徳島県阿南市	徳島労働局	2022-03-17	2022-12-01	259	労働安全衛生法第21条 労働安全衛生規則第519条	建物の２階屋根で塗装の準備作業を行わせ る際に、墜落防止措置を講じていなかった もの	2022-03-17	removed	
東通村森林組合	青森県下北郡東通村	青森労働局	2021-07-09	2022-12-01	510	労働安全衛生法第20条 労働安全衛生規則第151条の89	車両系木材伐出機械を用いた作業を行わせ るにあたり、作業計画を定めなかったもの	2021-07-09	removed	
中岡プレス工業（株）	東京都品川区	東京労働局	2022-03-11	2023-11-30	629	労働安全衛生法第20条 労働安全衛生規則第131条	労働者にプレス機械を使用してプレス加工 作業を行わせるに当たり、法令で定める性 能を有する安全装置を使用せず、労働者に 作業させたもの	2022-03-11	removed	
エア・ウォーター・マッハ （株）	長野県松本市	大阪労働局	2022-05-30	2023-11-30	549	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生し たにも関わらず労働者死傷病報告を提出し なかったもの	2022-05-30	removed	
（有）中山工業	熊本県熊本市南区	熊本労働局	2021-06-15	2022-12-01	534	労働安全衛生法第100条 労働安全衛生規則第97条	４日以上の休業を要する労働災害につい て、虚偽の記載をした労働者死傷病報告書 を提出したもの	2021-06-15	removed	
横浜ゴム（株） 三重工場	三重県伊勢市	三重労働局	2022-03-23	2022-12-01	253	労働安全衛生法第100条 労働安全衛生規則第97条	令和３年２月発生の休業２日の労働災害に ついて、同年４月30日までに労働者死傷病 報告を提出しなかったもの。	2022-03-23	removed	
（株）アペックス	石川県金沢市	石川労働局	2022-03-18	2023-11-30	622	労働基準法第32条	労働者８名に、36協定の延長時間を超える 違法な時間外労働を行わせたもの	2022-03-18	removed	
